user_id,meal_id,rating,consumed,meal_type
185,151,2.0,0,breakfast
213,1679,2.5,0,snack
965,1510,3.5,1,snack
318,1689,4.5,1,snack
838,623,3.0,0,lunch
737,1180,3.5,1,dinner
772,235,4.0,1,breakfast
773,1708,1.5,0,snack
281,150,1.0,0,breakfast
673,186,2.5,0,breakfast
477,1424,1.0,0,dinner
988,1904,4.0,1,snack
924,1319,2.0,0,dinner
263,159,3.0,1,breakfast
324,1713,5.0,1,snack
103,154,5.0,1,breakfast
398,1341,1.0,0,dinner
6,1830,4.5,0,snack
714,932,3.5,1,lunch
27,489,5.0,1,breakfast
343,690,4.0,0,lunch
114,650,4.5,1,lunch
710,1552,1.0,0,snack
509,1520,2.5,0,snack
537,312,1.5,0,breakfast
590,502,2.5,0,lunch
943,1817,2.0,0,snack
0,1791,2.5,0,snack
33,869,4.0,1,lunch
585,515,3.0,0,lunch
20,831,1.5,0,lunch
974,919,3.0,1,lunch
464,31,1.5,0,breakfast
177,514,1.0,0,lunch
103,34,3.0,1,breakfast
761,851,2.0,0,lunch
100,1433,2.5,0,dinner
239,1648,2.0,0,snack
378,1167,2.5,0,dinner
343,68,2.5,0,breakfast
715,917,2.0,0,lunch
806,1443,4.5,1,dinner
7,69,4.0,1,breakfast
877,618,2.5,0,lunch
151,1399,2.5,0,dinner
281,702,2.5,0,lunch
661,479,3.0,0,breakfast
857,743,4.0,1,lunch
363,1241,2.5,0,dinner
266,264,1.0,0,breakfast
900,1349,3.5,1,dinner
590,1845,4.5,0,snack
443,1160,4.5,1,dinner
181,1960,1.0,0,snack
638,377,1.0,0,breakfast
330,1253,4.0,1,dinner
746,1165,3.0,1,dinner
399,540,3.0,1,lunch
955,1981,4.0,1,snack
582,1765,4.0,1,snack
951,634,1.5,0,lunch
378,1633,4.0,1,snack
448,641,3.5,1,lunch
595,1910,3.0,1,snack
557,1406,1.0,0,dinner
927,306,4.0,0,breakfast
177,546,3.0,1,lunch
920,1555,4.0,1,snack
659,910,4.0,1,lunch
208,1092,3.0,1,dinner
62,1194,2.5,0,dinner
698,747,3.5,1,lunch
723,1023,2.5,0,dinner
503,1288,3.5,1,dinner
505,634,1.5,0,lunch
747,1887,2.5,0,snack
543,357,5.0,0,breakfast
446,1640,3.0,1,snack
765,748,3.5,1,lunch
67,1424,1.5,0,dinner
976,1505,2.5,0,snack
145,806,4.0,1,lunch
460,1442,4.0,1,dinner
702,337,5.0,1,breakfast
757,771,3.0,1,lunch
713,1104,3.5,1,dinner
368,1130,1.5,0,dinner
688,47,5.0,1,breakfast
44,1281,1.0,0,dinner
480,880,3.5,1,lunch
608,190,1.5,0,breakfast
236,1724,3.0,1,snack
959,531,2.5,0,lunch
577,1249,2.5,0,dinner
917,433,3.5,1,breakfast
426,1424,2.0,0,dinner
72,1171,4.0,1,dinner
414,925,2.0,0,lunch
368,393,3.0,1,breakfast
151,1948,5.0,0,snack
983,1040,3.0,1,dinner
429,1153,2.5,0,dinner
616,593,4.5,1,lunch
497,331,2.0,0,breakfast
965,144,2.0,0,breakfast
450,169,3.5,1,breakfast
399,1189,2.5,0,dinner
666,1287,4.0,1,dinner
308,714,1.5,0,lunch
279,200,2.0,0,breakfast
490,1994,2.5,0,snack
196,1913,1.0,0,snack
90,1930,3.0,1,snack
822,451,2.0,0,breakfast
875,1816,3.0,0,snack
150,1063,3.0,1,dinner
476,57,4.0,1,breakfast
406,1191,2.5,0,dinner
110,1455,3.5,1,dinner
876,602,3.5,1,lunch
89,1523,3.5,1,snack
353,640,1.0,0,lunch
632,181,2.0,0,breakfast
43,1163,4.5,1,dinner
805,542,4.0,1,lunch
990,830,4.0,1,lunch
993,848,1.0,0,lunch
502,1803,2.5,0,snack
982,956,2.0,0,lunch
807,709,2.5,0,lunch
927,1726,4.0,0,snack
492,1902,3.0,1,snack
925,860,3.5,1,lunch
548,473,2.5,0,breakfast
312,1492,2.0,0,dinner
458,515,2.0,0,lunch
57,171,4.5,1,breakfast
853,828,4.0,0,lunch
299,146,3.0,0,breakfast
31,1945,1.0,0,snack
409,430,2.0,0,breakfast
50,808,3.0,1,lunch
704,1888,2.5,0,snack
596,1301,3.0,1,dinner
565,977,4.0,0,lunch
523,1428,4.0,1,dinner
831,296,1.0,0,breakfast
259,1947,3.5,1,snack
312,888,3.0,1,lunch
491,310,2.5,0,breakfast
931,1934,1.0,0,snack
462,1903,1.0,0,snack
10,426,2.0,0,breakfast
990,590,4.0,1,lunch
151,1018,2.5,0,dinner
515,704,2.0,0,lunch
613,695,3.5,0,lunch
881,563,3.5,1,lunch
709,1749,3.5,1,snack
395,286,2.0,0,breakfast
994,545,3.0,1,lunch
378,1054,1.5,0,dinner
395,1894,4.5,0,snack
478,1650,2.5,0,snack
224,1625,3.5,1,snack
399,1395,3.0,1,dinner
343,195,2.0,0,breakfast
848,1707,2.5,0,snack
936,527,1.5,0,lunch
371,106,1.0,0,breakfast
667,443,3.5,1,breakfast
28,711,3.5,1,lunch
663,808,2.5,0,lunch
948,1661,1.5,0,snack
171,1706,1.0,0,snack
650,147,4.5,1,breakfast
219,404,3.0,1,breakfast
900,173,2.5,0,breakfast
105,1843,3.0,1,snack
560,1445,3.0,1,dinner
410,1348,1.0,0,dinner
90,704,4.0,1,lunch
415,723,3.5,1,lunch
536,1162,2.5,0,dinner
881,775,3.0,0,lunch
21,712,3.0,0,lunch
835,1901,3.0,1,snack
725,53,2.0,0,breakfast
370,1605,3.5,1,snack
902,1417,3.5,1,dinner
369,1074,1.0,0,dinner
242,1314,1.5,0,dinner
412,221,2.5,0,breakfast
784,1505,3.5,1,snack
548,734,2.5,0,lunch
253,1701,1.0,0,snack
747,119,2.0,0,breakfast
372,633,2.0,0,lunch
390,339,4.0,1,breakfast
397,713,4.0,1,lunch
180,1538,3.5,1,snack
481,1879,3.0,1,snack
96,1117,1.0,0,dinner
459,210,2.5,0,breakfast
558,442,3.0,1,breakfast
693,560,4.0,1,lunch
22,107,4.0,1,breakfast
747,452,5.0,1,breakfast
114,393,2.5,0,breakfast
661,777,2.0,0,lunch
595,1427,3.5,1,dinner
936,1757,4.0,1,snack
971,245,3.0,1,breakfast
826,1141,2.5,0,dinner
627,706,4.0,1,lunch
198,766,3.5,1,lunch
446,1449,3.0,1,dinner
112,1259,4.5,0,dinner
550,1888,2.0,0,snack
166,1577,3.5,0,snack
453,503,2.5,0,lunch
297,924,3.0,1,lunch
783,184,4.5,1,breakfast
940,122,2.0,0,breakfast
236,1467,4.0,1,dinner
91,897,1.5,0,lunch
233,969,2.0,0,lunch
825,1019,3.0,1,dinner
826,1653,1.5,0,snack
360,1161,4.5,1,dinner
291,436,3.5,0,breakfast
982,681,1.0,0,lunch
176,218,4.0,0,breakfast
189,1871,3.5,1,snack
879,774,1.5,0,lunch
22,296,3.5,1,breakfast
979,1775,1.0,0,snack
324,1165,3.0,1,dinner
443,1559,3.5,1,snack
437,1495,2.0,0,dinner
456,1472,2.0,0,dinner
854,962,3.0,0,lunch
185,687,2.5,0,lunch
295,516,2.0,0,lunch
521,1507,4.0,1,snack
937,1905,1.0,0,snack
504,1305,4.0,1,dinner
627,1079,4.0,1,dinner
749,810,3.0,1,lunch
288,457,2.5,0,breakfast
820,428,3.5,1,breakfast
49,1819,2.5,0,snack
269,819,2.5,0,lunch
120,666,4.5,1,lunch
332,1318,3.0,1,dinner
241,145,3.5,1,breakfast
367,1196,2.0,0,dinner
925,260,3.5,0,breakfast
518,1897,3.0,1,snack
850,447,2.5,0,breakfast
635,216,1.0,0,breakfast
601,940,3.5,1,lunch
831,797,2.0,0,lunch
289,1148,4.0,1,dinner
196,1848,1.0,0,snack
11,194,3.5,1,breakfast
774,1706,4.0,1,snack
27,1227,5.0,1,dinner
364,946,3.0,0,lunch
242,99,3.0,1,breakfast
987,43,3.0,1,breakfast
346,45,3.5,0,breakfast
932,1882,3.0,0,snack
206,380,3.0,0,breakfast
871,1480,3.5,0,dinner
577,12,4.0,0,breakfast
362,1288,1.5,0,dinner
234,916,4.0,1,lunch
806,214,2.0,0,breakfast
824,718,4.0,1,lunch
212,114,2.5,0,breakfast
514,1574,1.0,0,snack
351,744,1.0,0,lunch
276,608,3.5,1,lunch
793,254,3.5,1,breakfast
367,1727,2.5,0,snack
979,692,3.0,0,lunch
569,1165,3.5,1,dinner
910,1086,4.5,1,dinner
776,1515,4.0,1,snack
629,1946,4.0,1,snack
622,1284,2.5,0,dinner
970,1076,2.5,0,dinner
614,1581,3.0,1,snack
855,1065,4.0,1,dinner
792,978,4.0,1,lunch
481,539,3.5,1,lunch
124,314,2.5,0,breakfast
570,43,1.5,0,breakfast
357,1838,2.5,0,snack
762,1535,3.5,1,snack
999,1406,2.5,0,dinner
298,402,2.5,0,breakfast
673,561,2.0,0,lunch
671,308,4.0,1,breakfast
556,1457,3.0,0,dinner
859,135,4.0,1,breakfast
218,318,3.5,1,breakfast
120,61,3.0,0,breakfast
898,1152,1.0,0,dinner
245,9,1.0,0,breakfast
416,1914,4.0,1,snack
164,1202,2.0,0,dinner
429,376,4.5,1,breakfast
595,1151,4.0,1,dinner
549,862,3.0,1,lunch
660,1430,1.5,0,dinner
213,748,2.0,0,lunch
20,872,5.0,0,lunch
210,663,4.0,1,lunch
670,516,1.0,0,lunch
747,1052,3.5,1,dinner
157,1642,3.5,0,snack
981,880,2.5,0,lunch
557,1915,3.5,1,snack
17,1227,2.5,0,dinner
133,346,2.5,0,breakfast
14,1677,1.5,0,snack
504,1612,4.0,1,snack
807,1938,2.0,0,snack
490,615,4.0,1,lunch
811,308,3.5,1,breakfast
517,1066,4.0,1,dinner
603,971,5.0,1,lunch
827,360,4.5,1,breakfast
335,1290,4.5,1,dinner
427,1589,2.5,0,snack
66,1949,2.5,0,snack
619,424,4.0,1,breakfast
597,789,3.0,1,lunch
419,817,5.0,0,lunch
792,1106,1.5,0,dinner
868,1649,2.5,0,snack
238,274,3.5,1,breakfast
96,14,3.0,1,breakfast
935,1815,3.5,1,snack
639,1795,2.5,0,snack
404,1732,3.0,1,snack
363,1157,1.0,0,dinner
467,344,3.0,0,breakfast
410,1414,1.0,0,dinner
247,52,3.5,1,breakfast
989,1439,1.5,0,dinner
637,1321,3.0,1,dinner
764,1311,1.0,0,dinner
738,1304,3.5,1,dinner
178,1670,3.0,1,snack
56,984,1.0,0,lunch
981,10,3.0,1,breakfast
22,818,2.5,0,lunch
737,340,2.0,0,breakfast
887,526,3.0,0,lunch
919,1717,2.0,0,snack
40,302,4.5,0,breakfast
340,1949,4.0,1,snack
537,1555,3.0,0,snack
554,679,3.0,1,lunch
770,836,3.5,1,lunch
96,1959,1.5,0,snack
628,1345,2.0,0,dinner
445,1618,3.5,1,snack
10,1186,3.0,1,dinner
577,1015,1.5,0,dinner
448,873,4.0,1,lunch
871,85,3.5,1,breakfast
680,435,2.0,0,breakfast
16,49,1.5,0,breakfast
947,431,2.5,0,breakfast
857,780,3.0,1,lunch
1,715,3.5,1,lunch
869,780,3.5,0,lunch
494,36,2.0,0,breakfast
532,273,2.5,0,breakfast
600,1231,3.0,1,dinner
574,732,1.5,0,lunch
878,1482,3.5,1,dinner
874,344,3.5,1,breakfast
328,1431,3.0,1,dinner
431,1068,3.5,1,dinner
137,876,1.0,0,lunch
384,162,2.5,0,breakfast
579,1374,1.5,0,dinner
644,598,2.5,0,lunch
298,1574,2.0,0,snack
230,410,2.5,0,breakfast
206,1575,1.5,0,snack
617,1806,3.0,0,snack
976,1398,2.0,0,dinner
51,1012,1.5,0,dinner
283,993,3.0,1,lunch
407,381,4.0,1,breakfast
980,640,4.5,1,lunch
243,1771,3.5,1,snack
492,1843,3.5,1,snack
356,552,1.5,0,lunch
750,218,3.5,1,breakfast
926,1222,3.0,1,dinner
67,1272,1.0,0,dinner
769,866,4.0,1,lunch
838,765,3.5,1,lunch
759,616,1.5,0,lunch
125,92,2.0,0,breakfast
120,903,4.0,1,lunch
393,1809,1.0,0,snack
338,1204,1.0,0,dinner
677,1846,2.0,0,snack
923,793,2.0,0,lunch
225,1132,2.0,0,dinner
114,255,3.0,1,breakfast
778,337,5.0,1,breakfast
258,752,2.0,0,lunch
159,1143,2.5,0,dinner
879,1023,3.5,1,dinner
861,803,3.0,1,lunch
590,1256,5.0,1,dinner
498,216,3.0,1,breakfast
48,178,2.0,0,breakfast
592,1170,2.5,0,dinner
706,1484,3.0,0,dinner
443,1410,2.0,0,dinner
873,818,2.5,0,lunch
854,253,3.0,1,breakfast
519,1777,5.0,0,snack
280,1561,3.5,1,snack
897,1170,1.5,0,dinner
197,1270,2.5,0,dinner
775,1210,4.0,1,dinner
348,1055,1.5,0,dinner
96,1919,3.5,1,snack
776,184,5.0,0,breakfast
893,50,3.5,0,breakfast
545,741,1.0,0,lunch
682,250,2.0,0,breakfast
26,66,3.5,1,breakfast
499,1921,1.5,0,snack
680,1393,3.5,1,dinner
435,1805,3.0,0,snack
274,215,4.0,1,breakfast
779,1864,3.0,1,snack
605,607,3.0,1,lunch
34,913,1.0,0,lunch
393,1291,1.0,0,dinner
324,403,3.0,1,breakfast
296,1803,3.5,1,snack
328,96,3.5,1,breakfast
423,402,1.5,0,breakfast
827,430,3.5,0,breakfast
538,1293,4.5,1,dinner
723,954,2.5,0,lunch
74,449,2.5,0,breakfast
4,1020,3.0,1,dinner
320,1760,2.0,0,snack
256,375,1.5,0,breakfast
293,402,3.5,0,breakfast
651,577,3.0,1,lunch
722,417,4.5,1,breakfast
81,1236,3.0,1,dinner
44,1553,2.0,0,snack
302,625,3.0,0,lunch
185,631,3.0,1,lunch
299,376,3.5,1,breakfast
26,1044,3.5,1,dinner
555,876,3.0,1,lunch
708,731,4.5,1,lunch
833,886,4.5,1,lunch
660,218,2.0,0,breakfast
497,248,1.0,0,breakfast
610,601,2.5,0,lunch
668,1960,2.5,0,snack
721,1949,2.5,0,snack
672,958,3.5,1,lunch
630,48,3.0,1,breakfast
149,1492,3.5,0,dinner
784,640,2.5,0,lunch
461,404,4.0,1,breakfast
724,1983,5.0,1,snack
40,1142,2.5,0,dinner
37,1307,3.5,1,dinner
151,1853,4.5,0,snack
919,1886,2.0,0,snack
881,251,2.0,0,breakfast
933,836,2.0,0,lunch
913,1991,3.0,1,snack
230,1621,2.0,0,snack
885,1844,2.0,0,snack
900,414,2.0,0,breakfast
80,1726,4.5,1,snack
529,114,2.5,0,breakfast
204,440,4.5,1,breakfast
387,957,3.5,1,lunch
916,827,1.5,0,lunch
594,1919,4.0,1,snack
126,1206,4.5,1,dinner
109,79,1.5,0,breakfast
422,1248,4.0,1,dinner
173,1647,1.0,0,snack
390,1128,2.5,0,dinner
925,1555,4.0,1,snack
367,309,1.0,0,breakfast
760,817,3.0,1,lunch
618,447,4.5,1,breakfast
431,413,2.5,0,breakfast
215,1632,3.0,1,snack
583,1998,4.5,0,snack
467,1249,2.5,0,dinner
3,598,2.5,0,lunch
391,1545,2.5,0,snack
73,601,4.5,1,lunch
632,442,3.0,1,breakfast
819,569,1.0,0,lunch
680,1738,2.5,0,snack
352,1096,2.0,0,dinner
619,656,3.0,1,lunch
338,406,1.0,0,breakfast
605,119,2.5,0,breakfast
917,1216,3.5,1,dinner
419,1048,3.0,0,dinner
781,456,4.5,1,breakfast
638,989,3.0,1,lunch
10,603,2.0,0,lunch
779,161,2.5,0,breakfast
756,1901,2.5,0,snack
253,614,4.5,1,lunch
353,878,3.0,1,lunch
924,796,1.5,0,lunch
91,105,4.0,0,breakfast
75,338,3.0,1,breakfast
286,36,2.5,0,breakfast
695,1653,2.0,0,snack
566,1760,3.5,1,snack
684,24,2.5,0,breakfast
646,1614,3.5,1,snack
196,416,1.0,0,breakfast
652,1010,2.0,0,dinner
617,793,2.0,0,lunch
960,984,2.5,0,lunch
472,692,2.5,0,lunch
298,792,2.5,0,lunch
499,1876,4.5,0,snack
150,1804,4.5,1,snack
62,610,3.0,1,lunch
870,1474,3.0,0,dinner
605,1596,4.5,1,snack
373,1857,3.0,0,snack
586,321,2.5,0,breakfast
791,587,2.0,0,lunch
741,335,4.0,1,breakfast
479,467,1.0,0,breakfast
496,418,1.0,0,breakfast
30,50,1.0,0,breakfast
676,983,1.0,0,lunch
158,1123,2.0,0,dinner
141,116,2.0,0,breakfast
808,1837,3.5,1,snack
154,1145,4.0,1,dinner
281,205,2.0,0,breakfast
162,1448,5.0,1,dinner
686,79,2.0,0,breakfast
92,63,3.5,1,breakfast
627,192,4.0,1,breakfast
358,1023,3.0,1,dinner
256,1873,1.5,0,snack
642,537,2.0,0,lunch
627,750,4.0,1,lunch
17,1666,3.0,1,snack
145,932,2.5,0,lunch
887,1214,3.0,1,dinner
791,466,3.0,1,breakfast
991,503,1.5,0,lunch
983,1080,2.0,0,dinner
633,1904,1.0,0,snack
202,1620,3.5,1,snack
15,900,2.0,0,lunch
332,1518,2.0,0,snack
569,581,3.5,0,lunch
571,280,1.0,0,breakfast
854,778,3.0,1,lunch
308,996,1.0,0,lunch
714,1765,3.0,1,snack
639,1252,4.5,0,dinner
584,82,3.5,0,breakfast
562,731,5.0,1,lunch
901,797,2.0,0,lunch
312,960,3.0,0,lunch
784,958,4.0,1,lunch
617,482,2.5,0,breakfast
207,1925,3.5,1,snack
19,1480,3.5,1,dinner
332,1049,2.0,0,dinner
556,813,3.0,0,lunch
114,1039,2.5,0,dinner
585,1560,5.0,1,snack
977,646,4.0,1,lunch
21,1895,3.5,1,snack
155,914,3.0,1,lunch
774,1281,3.5,1,dinner
132,1986,3.5,1,snack
323,483,3.5,1,breakfast
16,78,2.5,0,breakfast
370,368,3.0,1,breakfast
478,708,1.5,0,lunch
804,1315,1.5,0,dinner
951,1627,1.5,0,snack
170,904,2.0,0,lunch
496,362,1.0,0,breakfast
445,292,3.0,1,breakfast
602,76,1.5,0,breakfast
418,367,3.0,1,breakfast
753,540,2.0,0,lunch
218,789,3.5,1,lunch
944,390,1.5,0,breakfast
696,547,2.0,0,lunch
50,149,4.5,1,breakfast
361,1590,4.0,1,snack
727,885,5.0,1,lunch
101,1877,4.5,1,snack
545,1088,4.0,1,dinner
215,1787,2.0,0,snack
905,843,3.0,0,lunch
216,1823,3.5,1,snack
153,1091,3.5,1,dinner
436,1637,2.5,0,snack
799,698,2.0,0,lunch
854,400,3.5,1,breakfast
568,981,3.5,1,lunch
600,1787,1.0,0,snack
207,109,2.5,0,breakfast
41,715,1.5,0,lunch
929,1688,3.5,1,snack
537,546,1.0,0,lunch
76,722,2.0,0,lunch
47,1046,3.5,1,dinner
492,742,1.5,0,lunch
747,1200,3.5,1,dinner
649,1154,2.5,0,dinner
215,1035,1.5,0,dinner
6,1705,2.0,0,snack
149,265,3.5,1,breakfast
190,1265,4.0,1,dinner
360,115,2.5,0,breakfast
843,788,4.0,1,lunch
479,1544,1.0,0,snack
423,1777,3.5,1,snack
943,700,5.0,1,lunch
458,870,2.5,0,lunch
27,824,3.5,1,lunch
722,560,4.0,0,lunch
300,1412,2.5,0,dinner
64,930,4.5,1,lunch
423,610,5.0,1,lunch
523,1270,3.0,0,dinner
72,1382,4.0,0,dinner
829,568,3.5,1,lunch
882,719,3.0,1,lunch
126,941,3.0,1,lunch
928,1776,2.5,0,snack
115,838,2.0,0,lunch
667,1183,1.0,0,dinner
599,1543,4.0,1,snack
646,1023,3.0,1,dinner
556,13,2.0,0,breakfast
685,314,2.0,0,breakfast
856,1828,2.5,0,snack
352,1947,3.5,1,snack
96,782,4.5,1,lunch
414,651,3.5,1,lunch
574,1564,1.5,0,snack
852,1149,2.0,0,dinner
833,883,1.5,0,lunch
55,113,3.5,1,breakfast
931,1319,3.0,1,dinner
128,751,1.0,0,lunch
727,190,1.5,0,breakfast
823,414,3.0,1,breakfast
650,261,1.5,0,breakfast
884,1795,2.5,0,snack
762,1958,3.5,1,snack
974,802,4.5,1,lunch
898,1330,4.5,1,dinner
284,542,3.0,1,lunch
10,638,2.5,0,lunch
773,129,1.0,0,breakfast
742,379,2.0,0,breakfast
228,512,4.0,1,lunch
19,259,4.5,1,breakfast
702,345,1.5,0,breakfast
640,1151,2.5,0,dinner
854,1128,3.5,1,dinner
708,1194,4.0,1,dinner
237,674,1.5,0,lunch
940,1558,5.0,1,snack
239,551,3.5,1,lunch
266,1074,3.0,1,dinner
64,11,3.0,1,breakfast
813,1375,2.0,0,dinner
666,1840,2.5,0,snack
880,1550,2.5,0,snack
499,1653,1.5,0,snack
198,652,5.0,1,lunch
244,1883,2.5,0,snack
788,1163,4.5,1,dinner
474,347,2.5,0,breakfast
977,484,2.0,0,breakfast
668,1134,1.0,0,dinner
394,1053,3.5,1,dinner
670,657,4.0,1,lunch
412,1987,4.5,1,snack
689,1138,2.0,0,dinner
899,425,1.0,0,breakfast
274,1782,5.0,1,snack
81,807,4.0,1,lunch
6,74,3.5,1,breakfast
738,1836,2.5,0,snack
887,1153,2.5,0,dinner
988,548,4.0,1,lunch
373,1618,2.5,0,snack
360,971,4.0,1,lunch
398,1041,3.5,0,dinner
49,105,4.0,0,breakfast
369,1655,2.0,0,snack
538,698,4.0,1,lunch
21,1562,3.5,1,snack
865,181,3.5,1,breakfast
514,124,2.5,0,breakfast
529,877,4.5,1,lunch
935,439,3.0,1,breakfast
700,1804,2.0,0,snack
619,1757,1.0,0,snack
388,1365,3.0,1,dinner
409,1408,2.0,0,dinner
752,137,4.5,1,breakfast
46,1878,4.0,1,snack
372,1630,1.0,0,snack
368,1618,2.0,0,snack
189,765,3.0,1,lunch
820,233,3.0,1,breakfast
113,1222,3.0,1,dinner
189,1769,1.5,0,snack
36,444,2.0,0,breakfast
637,1808,4.5,1,snack
385,478,2.5,0,breakfast
935,112,2.0,0,breakfast
778,953,2.0,0,lunch
388,351,4.0,1,breakfast
40,1534,2.5,0,snack
176,409,3.0,0,breakfast
35,406,5.0,1,breakfast
611,792,3.0,0,lunch
101,1696,3.0,0,snack
816,1750,4.0,1,snack
502,1081,1.5,0,dinner
421,1174,1.0,0,dinner
25,1840,1.0,0,snack
638,618,2.5,0,lunch
850,1193,3.0,1,dinner
380,680,3.5,1,lunch
661,1910,3.5,1,snack
373,797,3.5,1,lunch
261,1925,2.5,0,snack
552,1939,2.5,0,snack
403,678,3.0,0,lunch
359,955,1.0,0,lunch
689,883,2.5,0,lunch
451,402,1.5,0,breakfast
691,424,2.0,0,breakfast
382,18,3.0,1,breakfast
388,1623,1.5,0,snack
47,1444,2.5,0,dinner
604,1207,3.0,1,dinner
367,901,2.0,0,lunch
301,1609,3.0,1,snack
719,576,2.5,0,lunch
315,367,4.0,1,breakfast
621,591,4.0,1,lunch
335,389,2.0,0,breakfast
794,536,4.0,1,lunch
955,1820,2.0,0,snack
878,1804,3.5,1,snack
747,107,1.0,0,breakfast
915,423,3.5,1,breakfast
545,274,1.0,0,breakfast
746,1207,4.5,0,dinner
423,1638,1.5,0,snack
736,925,2.0,0,lunch
664,560,4.5,1,lunch
722,1518,3.0,1,snack
125,1541,2.5,0,snack
601,762,3.5,1,lunch
460,183,3.0,0,breakfast
918,11,2.5,0,breakfast
552,427,2.5,0,breakfast
72,1188,3.5,1,dinner
32,1740,1.0,0,snack
348,1646,2.0,0,snack
636,635,2.5,0,lunch
372,1533,1.5,0,snack
839,849,1.5,0,lunch
772,1778,3.0,1,snack
510,1087,5.0,1,dinner
719,341,2.5,0,breakfast
369,719,3.0,1,lunch
127,773,2.0,0,lunch
624,267,2.0,0,breakfast
697,1233,1.5,0,dinner
973,1577,2.5,0,snack
52,1085,3.0,0,dinner
484,1426,3.0,1,dinner
581,1626,3.5,1,snack
344,433,5.0,0,breakfast
801,983,3.5,1,lunch
598,63,4.5,0,breakfast
333,90,2.0,0,breakfast
145,1619,2.5,0,snack
272,1940,3.0,1,snack
814,932,3.5,1,lunch
2,268,2.0,0,breakfast
351,1029,1.5,0,dinner
981,95,3.5,0,breakfast
124,1533,3.0,1,snack
969,1688,2.5,0,snack
279,1630,1.0,0,snack
754,105,1.5,0,breakfast
945,1544,3.0,1,snack
133,1473,2.0,0,dinner
932,979,2.5,0,lunch
170,449,1.5,0,breakfast
366,902,4.0,1,lunch
478,250,4.5,1,breakfast
254,128,2.5,0,breakfast
122,1696,2.5,0,snack
908,832,3.0,1,lunch
683,377,2.5,0,breakfast
103,1503,5.0,0,snack
187,1443,1.0,0,dinner
932,1996,3.5,0,snack
219,137,4.0,1,breakfast
584,279,2.5,0,breakfast
373,505,3.0,1,lunch
963,780,1.5,0,lunch
717,1292,3.5,1,dinner
159,556,1.0,0,lunch
737,1810,5.0,1,snack
227,1214,2.5,0,dinner
758,309,1.0,0,breakfast
950,1841,2.5,0,snack
840,1270,1.0,0,dinner
316,220,1.5,0,breakfast
758,67,3.0,0,breakfast
4,584,5.0,1,lunch
102,672,3.0,0,lunch
505,1335,2.0,0,dinner
560,686,4.5,1,lunch
300,1526,4.0,0,snack
463,302,2.0,0,breakfast
244,287,3.5,1,breakfast
643,1471,4.0,1,dinner
662,1339,1.5,0,dinner
51,750,1.5,0,lunch
505,1859,2.0,0,snack
348,117,4.0,0,breakfast
140,507,4.0,1,lunch
409,757,1.5,0,lunch
61,195,2.0,0,breakfast
395,1484,3.0,1,dinner
932,664,2.5,0,lunch
812,775,3.5,1,lunch
129,1949,4.0,1,snack
56,1184,3.0,1,dinner
71,1373,1.5,0,dinner
967,1829,3.0,1,snack
352,300,1.0,0,breakfast
370,1322,2.0,0,dinner
280,526,1.0,0,lunch
231,128,3.5,1,breakfast
45,954,4.0,1,lunch
142,555,1.5,0,lunch
849,1278,2.5,0,dinner
192,1140,4.5,1,dinner
848,1409,3.0,1,dinner
556,1636,4.0,1,snack
678,920,3.5,1,lunch
443,345,2.0,0,breakfast
691,596,2.5,0,lunch
321,225,1.0,0,breakfast
715,1136,5.0,0,dinner
314,1718,3.0,0,snack
10,180,3.0,1,breakfast
312,1189,3.0,1,dinner
418,430,3.0,1,breakfast
409,1197,3.0,1,dinner
631,682,1.0,0,lunch
441,1822,4.5,1,snack
46,972,4.5,1,lunch
898,1692,1.5,0,snack
471,556,2.0,0,lunch
398,657,2.5,0,lunch
758,1692,1.0,0,snack
326,1373,4.0,1,dinner
668,670,2.5,0,lunch
666,154,3.5,1,breakfast
324,1026,4.5,1,dinner
59,595,1.0,0,lunch
834,1221,3.5,1,dinner
160,517,2.5,0,lunch
885,447,1.5,0,breakfast
868,1429,3.0,1,dinner
791,1228,1.5,0,dinner
127,936,4.5,1,lunch
580,326,3.0,1,breakfast
781,652,3.0,1,lunch
167,1920,4.0,1,snack
557,1024,4.0,1,dinner
902,448,3.0,1,breakfast
22,1089,3.0,1,dinner
931,1968,4.5,1,snack
959,1646,4.5,1,snack
234,773,3.5,1,lunch
696,81,2.0,0,breakfast
672,188,3.0,1,breakfast
964,73,2.5,0,breakfast
412,412,4.5,1,breakfast
505,1755,4.0,1,snack
753,65,2.0,0,breakfast
877,1297,2.5,0,dinner
105,1062,2.5,0,dinner
208,774,2.0,0,lunch
950,111,1.0,0,breakfast
733,0,1.5,0,breakfast
758,1314,1.0,0,dinner
799,749,3.0,1,lunch
895,530,2.5,0,lunch
771,1428,2.5,0,dinner
509,624,1.0,0,lunch
987,35,3.0,0,breakfast
613,642,2.0,0,lunch
916,1384,1.5,0,dinner
278,46,3.0,1,breakfast
34,1926,3.0,0,snack
824,1759,5.0,1,snack
236,1382,5.0,1,dinner
100,1946,3.0,1,snack
547,1339,3.5,0,dinner
585,863,3.0,0,lunch
742,1672,3.5,0,snack
81,1390,2.0,0,dinner
923,1541,1.5,0,snack
928,909,3.0,1,lunch
836,1365,3.0,1,dinner
786,1778,4.5,1,snack
162,528,4.5,1,lunch
224,323,3.0,1,breakfast
771,1214,1.0,0,dinner
242,1891,3.5,1,snack
625,290,3.5,1,breakfast
