meal_id,name,meal_type,calories,protein_g,carbs_g,fats_g,fiber_g,sodium_mg,sugar_g,prep_time_min,is_diabetic_friendly,is_heart_healthy,is_low_sodium,is_low_carb,is_high_protein,is_low_fat,is_soft_food,is_vegetarian,is_gluten_free
209,Soft Boiled Eggs with Soldiers (V13),breakfast,235,12.7,19.9,10.9,1.8,358,16.9,30,1,1,1,1,0,0,1,1,0
210,Oatmeal with Berries (V14),breakfast,312,8.9,53.5,6.7,4.5,198,12.8,10,0,1,1,0,0,1,1,1,0
211,Greek Yogurt Parfait (V14),breakfast,269,16.2,32.3,8.6,2.2,161,19.9,20,1,0,1,0,0,1,1,0,1
212,Scrambled Eggs with Toast (V14),breakfast,293,16.5,25.7,12.8,1.8,188,12.7,40,0,1,1,1,0,0,1,0,0
213,Banana Smoothie (V14),breakfast,212,5.8,40.6,3.9,2.9,734,4.3,10,0,0,0,0,0,1,1,1,0
214,Whole Wheat Pancakes (V14),breakfast,292,8.6,44.8,8.6,2.6,562,13.8,30,0,0,0,0,0,1,1,0,0
215,Fruit Bowl with Granola (V14),breakfast,277,6.5,50.9,5.6,4.6,137,6.7,30,0,1,1,0,0,1,1,1,0
216,Egg White Omelette (V14),breakfast,204,22.8,9.1,6.8,2.3,787,14.3,30,1,0,0,1,1,1,1,0,1
217,Cottage Cheese with Fruit (V14),breakfast,222,15.6,24.5,5.6,2.2,417,12.7,15,1,0,0,1,0,1,1,0,0
218,Avocado Toast (V14),breakfast,314,8.1,30.4,18.2,6.1,388,17.8,20,1,0,1,0,0,0,1,0,1
219,Rice Porridge (V14),breakfast,224,4.5,40.4,3.6,0.9,780,8.0,30,0,0,0,0,0,1,1,0,0
220,Poached Eggs Benedict (V14),breakfast,393,16.6,33.1,18.6,1.0,521,5.4,30,0,0,0,0,0,0,1,0,0
221,Muesli with Almond Milk (V14),breakfast,249,7.7,41.2,6.9,4.3,634,2.1,60,0,0,0,0,0,1,1,0,0
222,Spinach Egg Wrap (V14),breakfast,242,14.4,21.6,9.0,2.7,455,12.0,30,1,1,0,1,0,1,1,0,1
223,Chia Seed Pudding (V14),breakfast,224,7.5,28.1,9.4,7.5,145,7.9,10,1,1,1,1,0,1,1,0,0
224,Soft Boiled Eggs with Soldiers (V14),breakfast,270,14.6,22.9,12.5,2.1,464,16.0,40,1,1,0,1,0,0,1,1,1
225,Oatmeal with Berries (V15),breakfast,274,7.8,47.0,5.9,3.9,511,13.4,40,0,0,0,0,0,1,1,0,0
226,Greek Yogurt Parfait (V15),breakfast,225,13.5,27.1,7.2,1.8,583,3.2,20,1,0,0,1,0,1,1,1,0
227,Scrambled Eggs with Toast (V15),breakfast,340,19.1,29.8,14.9,2.1,121,13.2,20,0,1,1,1,0,0,1,0,0
228,Banana Smoothie (V15),breakfast,231,6.3,44.2,4.2,3.2,775,13.7,25,0,0,0,0,0,1,1,0,1
229,Whole Wheat Pancakes (V15),breakfast,291,8.6,44.5,8.6,2.6,745,8.7,60,0,0,0,0,0,1,1,0,0
230,Fruit Bowl with Granola (V15),breakfast,295,6.9,54.1,5.9,4.9,529,10.4,25,0,0,0,0,0,1,1,0,0
231,Egg White Omelette (V15),breakfast,161,18.0,7.2,5.4,1.8,256,7.4,60,1,1,1,1,0,1,1,1,0
232,Cottage Cheese with Fruit (V15),breakfast,209,14.6,23.0,5.2,2.1,638,17.6,40,1,0,0,1,0,1,1,1,0
233,Avocado Toast (V15),breakfast,351,9.1,34.0,20.4,6.8,183,9.2,10,1,0,1,0,0,0,1,0,0
234,Rice Porridge (V15),breakfast,236,4.7,42.6,3.8,0.9,626,15.4,20,0,0,0,0,0,1,1,1,0
235,Poached Eggs Benedict (V15),breakfast,365,15.4,30.7,17.3,1.0,370,10.5,20,0,0,1,0,0,0,1,0,1
236,Muesli with Almond Milk (V15),breakfast,322,10.0,53.3,8.9,5.6,408,4.8,20,0,1,0,0,0,1,1,0,0
237,Spinach Egg Wrap (V15),breakfast,280,16.6,24.9,10.4,3.1,792,18.4,15,1,0,0,1,0,0,1,0,0
238,Chia Seed Pudding (V15),breakfast,238,8.0,29.8,9.9,8.0,305,12.8,40,1,1,1,1,0,1,1,0,0
239,Soft Boiled Eggs with Soldiers (V15),breakfast,236,12.7,20.0,10.9,1.8,600,6.8,60,1,0,0,1,0,0,1,0,0
240,Oatmeal with Berries (V16),breakfast,250,7.2,43.0,5.4,3.6,373,14.2,15,0,1,1,0,0,1,1,0,0
241,Greek Yogurt Parfait (V16),breakfast,234,14.1,28.1,7.5,1.9,400,15.6,25,1,0,0,1,0,1,1,0,1
242,Scrambled Eggs with Toast (V16),breakfast,318,17.9,27.8,13.9,2.0,187,4.6,25,0,1,1,1,0,0,1,0,1
243,Banana Smoothie (V16),breakfast,219,6.0,42.0,4.0,3.0,185,5.8,10,0,1,1,0,0,1,1,0,1
244,Whole Wheat Pancakes (V16),breakfast,322,9.5,49.3,9.5,2.8,101,11.6,10,0,1,1,0,0,1,1,0,1
245,Fruit Bowl with Granola (V16),breakfast,262,6.1,48.0,5.2,4.4,202,4.4,45,0,1,1,0,0,1,1,1,0
246,Egg White Omelette (V16),breakfast,197,21.9,8.8,6.6,2.2,205,5.0,10,1,1,1,1,1,1,1,0,1
247,Cottage Cheese with Fruit (V16),breakfast,223,15.7,24.6,5.6,2.2,108,18.9,45,1,0,1,1,0,1,1,0,0
248,Avocado Toast (V16),breakfast,350,9.0,33.9,20.4,6.8,789,13.3,25,1,0,0,0,0,0,1,0,0
249,Rice Porridge (V16),breakfast,218,4.4,39.3,3.5,0.9,183,12.0,40,1,1,1,0,0,1,1,0,0
250,Poached Eggs Benedict (V16),breakfast,396,16.7,33.4,18.8,1.0,799,15.2,20,0,0,0,0,0,0,1,0,0
251,Muesli with Almond Milk (V16),breakfast,303,9.4,50.2,8.4,5.2,636,17.7,15,0,0,0,0,0,1,1,0,0
252,Spinach Egg Wrap (V16),breakfast,289,17.2,25.8,10.7,3.2,730,9.8,60,1,0,0,1,0,0,1,0,0
253,Chia Seed Pudding (V16),breakfast,255,8.5,32.0,10.7,8.5,761,8.0,60,1,0,0,0,0,0,1,0,0
254,Soft Boiled Eggs with Soldiers (V16),breakfast,236,12.7,20.0,10.9,1.8,134,6.0,40,1,1,1,1,0,0,1,1,0
255,Oatmeal with Berries (V17),breakfast,276,7.9,47.5,5.9,4.0,258,9.5,60,0,1,1,0,0,1,1,0,0
256,Greek Yogurt Parfait (V17),breakfast,240,14.4,28.8,7.7,1.9,631,11.1,15,1,0,0,1,0,1,1,0,0
257,Scrambled Eggs with Toast (V17),breakfast,314,17.7,27.5,13.7,2.0,216,9.1,25,0,1,1,1,0,0,1,0,0
258,Banana Smoothie (V17),breakfast,214,5.9,41.0,3.9,2.9,470,7.1,30,0,1,0,0,0,1,1,1,0
259,Whole Wheat Pancakes (V17),breakfast,353,10.4,54.1,10.4,3.1,619,9.3,40,0,0,0,0,0,0,1,1,1
260,Fruit Bowl with Granola (V17),breakfast,342,8.0,62.8,6.8,5.7,474,9.4,40,0,1,0,0,0,1,1,0,1
261,Egg White Omelette (V17),breakfast,200,22.2,8.9,6.7,2.2,722,12.7,45,1,0,0,1,1,1,1,0,0
262,Cottage Cheese with Fruit (V17),breakfast,179,12.6,19.8,4.5,1.8,127,6.6,30,1,0,1,1,0,1,1,1,0
263,Avocado Toast (V17),breakfast,319,8.2,30.9,18.5,6.2,775,19.5,45,1,0,0,0,0,0,1,1,0
264,Rice Porridge (V17),breakfast,245,4.9,44.2,3.9,1.0,691,11.4,15,0,0,0,0,0,1,1,0,1
265,Poached Eggs Benedict (V17),breakfast,374,15.8,31.5,17.7,1.0,782,19.1,10,0,0,0,0,0,0,1,1,1
266,Muesli with Almond Milk (V17),breakfast,249,7.7,41.3,6.9,4.3,786,13.9,30,0,0,0,0,0,1,1,0,0
267,Spinach Egg Wrap (V17),breakfast,265,15.7,23.6,9.8,3.0,466,17.6,25,1,1,0,1,0,1,1,0,1
268,Chia Seed Pudding (V17),breakfast,275,9.2,34.4,11.5,9.2,610,6.2,15,1,0,0,0,0,0,1,1,1
269,Soft Boiled Eggs with Soldiers (V17),breakfast,256,13.8,21.7,11.8,2.0,158,7.7,10,1,1,1,1,0,0,1,0,0
270,Oatmeal with Berries (V18),breakfast,271,7.8,46.5,5.8,3.9,341,19.4,20,0,1,1,0,0,1,1,1,0
271,Greek Yogurt Parfait (V18),breakfast,285,17.1,34.3,9.1,2.3,138,10.2,45,1,0,1,0,0,1,1,0,0
272,Scrambled Eggs with Toast (V18),breakfast,323,18.2,28.3,14.1,2.0,250,2.5,30,0,1,1,1,0,0,1,1,0
273,Banana Smoothie (V18),breakfast,235,6.4,44.9,4.3,3.2,107,19.5,10,0,1,1,0,0,1,1,0,1
274,Whole Wheat Pancakes (V18),breakfast,312,9.2,47.9,9.2,2.8,594,5.2,15,0,0,0,0,0,1,1,0,0
275,Fruit Bowl with Granola (V18),breakfast,288,6.7,52.9,5.8,4.8,513,10.9,10,0,0,0,0,0,1,1,0,0
276,Egg White Omelette (V18),breakfast,194,21.6,8.6,6.5,2.2,444,14.4,10,1,1,0,1,1,1,1,0,0
277,Cottage Cheese with Fruit (V18),breakfast,219,15.4,24.2,5.5,2.2,403,13.7,15,1,0,0,1,0,1,1,0,1
278,Avocado Toast (V18),breakfast,319,8.3,30.9,18.6,6.2,674,19.6,10,1,0,0,0,0,0,1,0,0
279,Rice Porridge (V18),breakfast,219,4.4,39.5,3.5,0.9,258,15.3,25,1,1,1,0,0,1,1,0,0
280,Poached Eggs Benedict (V18),breakfast,428,18.0,36.1,20.3,1.1,118,16.5,15,0,0,1,0,0,0,1,0,0
281,Muesli with Almond Milk (V18),breakfast,322,10.0,53.3,8.9,5.6,740,4.2,40,0,0,0,0,0,1,1,0,0
282,Spinach Egg Wrap (V18),breakfast,280,16.6,24.9,10.4,3.1,242,14.5,25,1,1,1,1,0,0,1,0,0
283,Chia Seed Pudding (V18),breakfast,243,8.1,30.4,10.1,8.1,390,6.1,15,1,1,1,0,0,0,1,0,1
284,Soft Boiled Eggs with Soldiers (V18),breakfast,271,14.6,22.9,12.5,2.1,102,11.8,60,1,1,1,1,0,0,1,0,0
285,Oatmeal with Berries (V19),breakfast,240,6.9,41.2,5.1,3.4,253,4.0,30,0,1,1,0,0,1,1,0,0
286,Greek Yogurt Parfait (V19),breakfast,252,15.2,30.3,8.1,2.0,142,15.8,40,1,0,1,0,0,1,1,0,0
287,Scrambled Eggs with Toast (V19),breakfast,322,18.1,28.2,14.1,2.0,120,5.5,45,0,1,1,1,0,0,1,0,1
288,Banana Smoothie (V19),breakfast,250,6.8,47.7,4.5,3.4,150,3.1,30,0,1,1,0,0,1,1,0,1
289,Whole Wheat Pancakes (V19),breakfast,305,9.0,46.8,9.0,2.7,472,7.1,20,0,1,0,0,0,1,1,0,0
290,Fruit Bowl with Granola (V19),breakfast,307,7.2,56.3,6.1,5.1,205,13.0,15,0,1,1,0,0,1,1,0,0
291,Egg White Omelette (V19),breakfast,197,21.9,8.8,6.6,2.2,449,5.3,45,1,1,0,1,1,1,1,0,0
292,Cottage Cheese with Fruit (V19),breakfast,181,12.7,19.9,4.5,1.8,411,16.3,30,1,0,0,1,0,1,1,1,0
293,Avocado Toast (V19),breakfast,308,8.0,29.9,17.9,6.0,484,8.7,30,1,0,0,1,0,0,1,0,0
294,Rice Porridge (V19),breakfast,257,5.2,46.4,4.1,1.0,217,11.3,25,0,1,1,0,0,1,1,1,1
295,Poached Eggs Benedict (V19),breakfast,392,16.5,33.1,18.6,1.0,477,8.5,15,0,0,0,0,0,0,1,0,0
296,Muesli with Almond Milk (V19),breakfast,267,8.3,44.2,7.4,4.6,392,7.4,60,0,1,1,0,0,1,1,0,0
297,Spinach Egg Wrap (V19),breakfast,283,16.8,25.2,10.5,3.2,245,15.8,15,1,1,1,1,0,0,1,0,0
298,Chia Seed Pudding (V19),breakfast,216,7.2,27.0,9.0,7.2,582,17.6,10,1,0,0,1,0,1,1,1,1
299,Soft Boiled Eggs with Soldiers (V19),breakfast,222,12.0,18.9,10.3,1.7,754,6.1,45,1,0,0,1,0,0,1,0,1
300,Oatmeal with Berries (V20),breakfast,270,7.7,46.4,5.8,3.9,608,3.1,10,0,0,0,0,0,1,1,0,1
301,Greek Yogurt Parfait (V20),breakfast,264,15.9,31.8,8.5,2.1,653,9.7,45,1,0,0,0,0,1,1,0,1
302,Scrambled Eggs with Toast (V20),breakfast,304,17.1,26.7,13.3,1.9,401,3.9,15,0,1,0,1,0,0,1,0,0
303,Banana Smoothie (V20),breakfast,237,6.5,45.4,4.3,3.2,135,3.5,10,0,1,1,0,0,1,1,0,0
304,Whole Wheat Pancakes (V20),breakfast,326,9.6,49.9,9.6,2.9,169,8.4,25,0,1,1,0,0,1,1,0,0
305,Fruit Bowl with Granola (V20),breakfast,315,7.4,57.8,6.3,5.3,527,6.2,30,0,0,0,0,0,1,1,1,0
306,Egg White Omelette (V20),breakfast,189,21.1,8.4,6.3,2.1,480,10.2,40,1,1,0,1,1,1,1,0,0
307,Cottage Cheese with Fruit (V20),breakfast,209,14.7,23.1,5.2,2.1,308,19.9,45,1,0,1,1,0,1,1,0,1
308,Avocado Toast (V20),breakfast,315,8.1,30.6,18.3,6.1,647,19.3,30,1,0,0,0,0,0,1,0,1
309,Rice Porridge (V20),breakfast,252,5.1,45.5,4.0,1.0,545,9.6,45,0,0,0,0,0,1,1,0,0
310,Poached Eggs Benedict (V20),breakfast,398,16.8,33.6,18.9,1.0,614,18.7,30,0,0,0,0,0,0,1,1,0
311,Muesli with Almond Milk (V20),breakfast,248,7.7,41.1,6.8,4.3,347,11.7,10,0,1,1,0,0,1,1,0,1
312,Spinach Egg Wrap (V20),breakfast,250,14.8,22.3,9.3,2.8,555,15.6,10,1,0,0,1,0,1,1,0,0
313,Chia Seed Pudding (V20),breakfast,215,7.2,26.9,9.0,7.2,608,2.7,10,1,0,0,1,0,1,1,1,0
314,Soft Boiled Eggs with Soldiers (V20),breakfast,250,13.5,21.2,11.6,1.9,548,7.5,25,1,0,0,1,0,0,1,1,0
315,Oatmeal with Berries (V21),breakfast,311,8.9,53.4,6.7,4.4,361,18.5,20,0,1,1,0,0,1,1,0,0
316,Greek Yogurt Parfait (V21),breakfast,241,14.5,29.0,7.7,1.9,111,18.8,15,1,0,1,1,0,1,1,0,0
317,Scrambled Eggs with Toast (V21),breakfast,336,18.9,29.5,14.7,2.1,769,15.0,20,0,0,0,1,0,0,1,0,0
318,Banana Smoothie (V21),breakfast,192,5.2,36.7,3.5,2.6,504,2.4,20,1,0,0,0,0,1,1,0,0
319,Whole Wheat Pancakes (V21),breakfast,388,11.4,59.4,11.4,3.4,365,16.8,10,0,1,1,0,0,0,1,0,0
320,Fruit Bowl with Granola (V21),breakfast,309,7.2,56.8,6.2,5.2,209,18.2,40,0,1,1,0,0,1,1,1,0
321,Egg White Omelette (V21),breakfast,174,19.4,7.8,5.8,1.9,124,14.0,15,1,1,1,1,0,1,1,1,1
322,Cottage Cheese with Fruit (V21),breakfast,178,12.5,19.6,4.5,1.8,679,3.4,25,1,0,0,1,0,1,1,0,0
323,Avocado Toast (V21),breakfast,292,7.5,28.3,17.0,5.7,631,9.9,25,1,0,0,1,0,0,1,0,1
324,Rice Porridge (V21),breakfast,213,4.3,38.5,3.4,0.9,229,13.7,20,1,1,1,0,0,1,1,0,0
325,Poached Eggs Benedict (V21),breakfast,344,14.5,29.0,16.3,0.9,444,3.0,20,0,0,0,1,0,0,1,0,0
326,Muesli with Almond Milk (V21),breakfast,272,8.5,45.1,7.5,4.7,182,5.1,30,0,1,1,0,0,1,1,1,0
327,Spinach Egg Wrap (V21),breakfast,237,14.1,21.1,8.8,2.6,179,14.4,10,1,1,1,1,0,1,1,0,0
328,Chia Seed Pudding (V21),breakfast,262,8.8,32.8,10.9,8.8,458,6.0,30,1,1,0,0,0,0,1,0,0
329,Soft Boiled Eggs with Soldiers (V21),breakfast,254,13.7,21.5,11.7,2.0,162,16.3,45,1,1,1,1,0,0,1,0,1
330,Oatmeal with Berries (V22),breakfast,268,7.7,46.1,5.8,3.8,191,10.7,45,0,1,1,0,0,1,1,0,0
331,Greek Yogurt Parfait (V22),breakfast,213,12.8,25.6,6.8,1.7,485,4.4,30,1,0,0,1,0,1,1,1,0
332,Scrambled Eggs with Toast (V22),breakfast,344,19.4,30.2,15.1,2.2,522,13.1,30,0,0,0,0,0,0,1,1,1
333,Banana Smoothie (V22),breakfast,251,6.9,48.0,4.6,3.4,437,3.2,60,0,1,0,0,0,1,1,0,1
334,Whole Wheat Pancakes (V22),breakfast,344,10.1,52.7,10.1,3.0,407,6.8,30,0,1,0,0,0,0,1,0,1
335,Fruit Bowl with Granola (V22),breakfast,284,6.6,52.1,5.7,4.7,693,10.6,10,0,0,0,0,0,1,1,0,0
336,Egg White Omelette (V22),breakfast,174,19.4,7.7,5.8,1.9,653,18.1,10,1,0,0,1,0,1,1,1,0
337,Cottage Cheese with Fruit (V22),breakfast,226,15.9,24.9,5.7,2.3,229,9.9,30,1,0,1,1,0,1,1,1,0
338,Avocado Toast (V22),breakfast,287,7.4,27.8,16.7,5.6,331,10.3,20,1,0,1,1,0,0,1,0,0
339,Rice Porridge (V22),breakfast,246,4.9,44.3,3.9,1.0,178,18.0,45,0,1,1,0,0,1,1,0,1
340,Poached Eggs Benedict (V22),breakfast,407,17.1,34.3,19.3,1.1,548,10.0,60,0,0,0,0,0,0,1,1,1
341,Muesli with Almond Milk (V22),breakfast,308,9.6,51.1,8.5,5.3,720,16.4,20,0,0,0,0,0,1,1,1,0
342,Spinach Egg Wrap (V22),breakfast,289,17.1,25.7,10.7,3.2,465,19.8,25,1,1,0,1,0,0,1,0,0
343,Chia Seed Pudding (V22),breakfast,217,7.2,27.2,9.1,7.2,590,9.4,30,1,0,0,1,0,1,1,0,0
344,Soft Boiled Eggs with Soldiers (V22),breakfast,241,13.0,20.4,11.2,1.9,649,3.5,60,1,0,0,1,0,0,1,0,0
345,Oatmeal with Berries (V23),breakfast,302,8.6,51.9,6.5,4.3,428,8.9,15,0,1,0,0,0,1,1,1,0
346,Greek Yogurt Parfait (V23),breakfast,232,13.9,27.8,7.4,1.9,716,13.6,15,1,0,0,1,0,1,1,0,0
347,Scrambled Eggs with Toast (V23),breakfast,302,17.0,26.5,13.3,1.9,775,7.3,60,0,0,0,1,0,0,1,1,0
348,Banana Smoothie (V23),breakfast,247,6.8,47.3,4.5,3.4,387,13.1,15,0,1,1,0,0,1,1,1,0
349,Whole Wheat Pancakes (V23),breakfast,383,11.3,58.7,11.3,3.4,282,3.7,60,0,1,1,0,0,0,1,0,0
350,Fruit Bowl with Granola (V23),breakfast,310,7.2,56.9,6.2,5.2,513,18.7,25,0,0,0,0,0,1,1,1,0
351,Egg White Omelette (V23),breakfast,187,20.9,8.3,6.3,2.1,221,16.7,45,1,1,1,1,1,1,1,0,0
352,Cottage Cheese with Fruit (V23),breakfast,202,14.2,22.3,5.1,2.0,248,15.6,30,1,0,1,1,0,1,1,0,0
353,Avocado Toast (V23),breakfast,315,8.1,30.5,18.3,6.1,762,13.8,20,1,0,0,0,0,0,1,0,0
354,Rice Porridge (V23),breakfast,232,4.7,41.9,3.7,0.9,565,3.9,30,0,0,0,0,0,1,1,0,0
355,Poached Eggs Benedict (V23),breakfast,347,14.6,29.2,16.5,0.9,506,17.1,30,0,0,0,1,0,0,1,0,0
356,Muesli with Almond Milk (V23),breakfast,311,9.7,51.5,8.6,5.4,614,7.4,20,0,0,0,0,0,1,1,1,1
357,Spinach Egg Wrap (V23),breakfast,276,16.4,24.6,10.2,3.1,380,15.7,45,1,1,1,1,0,0,1,1,0
358,Chia Seed Pudding (V23),breakfast,262,8.7,32.8,10.9,8.7,360,17.9,25,1,1,1,0,0,0,1,1,0
359,Soft Boiled Eggs with Soldiers (V23),breakfast,283,15.3,24.0,13.1,2.2,590,7.6,30,1,0,0,1,0,0,1,0,0
360,Oatmeal with Berries (V24),breakfast,253,7.3,43.5,5.4,3.6,211,16.1,25,0,1,1,0,0,1,1,0,0
361,Greek Yogurt Parfait (V24),breakfast,275,16.5,33.1,8.8,2.2,111,15.4,40,1,0,1,0,0,1,1,0,0
362,Scrambled Eggs with Toast (V24),breakfast,337,19.0,29.5,14.7,2.1,169,17.8,30,0,1,1,1,0,0,1,1,0
363,Banana Smoothie (V24),breakfast,229,6.3,43.8,4.2,3.1,635,5.9,15,0,0,0,0,0,1,1,0,0
364,Whole Wheat Pancakes (V24),breakfast,359,10.6,55.1,10.6,3.2,504,2.5,40,0,0,0,0,0,0,1,0,0
365,Fruit Bowl with Granola (V24),breakfast,263,6.1,48.3,5.3,4.4,218,17.7,30,0,1,1,0,0,1,1,0,1
366,Egg White Omelette (V24),breakfast,184,20.5,8.2,6.1,2.0,154,14.7,60,1,1,1,1,1,1,1,0,0
367,Cottage Cheese with Fruit (V24),breakfast,218,15.3,24.0,5.5,2.2,258,2.4,20,1,0,1,1,0,1,1,0,1
368,Avocado Toast (V24),breakfast,268,6.9,26.0,15.6,5.2,208,15.4,15,1,0,1,1,0,0,1,0,0
369,Rice Porridge (V24),breakfast,251,5.0,45.2,4.0,1.0,531,8.7,40,0,0,0,0,0,1,1,0,0
370,Poached Eggs Benedict (V24),breakfast,333,14.0,28.1,15.8,0.9,727,3.1,25,0,0,0,1,0,0,1,0,0
371,Muesli with Almond Milk (V24),breakfast,327,10.2,54.2,9.0,5.6,260,9.6,25,0,1,1,0,0,1,1,0,1
372,Spinach Egg Wrap (V24),breakfast,285,16.9,25.3,10.6,3.2,658,17.1,20,1,0,0,1,0,0,1,0,0
373,Chia Seed Pudding (V24),breakfast,218,7.3,27.3,9.1,7.3,599,8.5,15,1,0,0,1,0,1,1,1,0
374,Soft Boiled Eggs with Soldiers (V24),breakfast,266,14.4,22.6,12.3,2.1,729,6.9,10,1,0,0,1,0,0,1,0,0
375,Oatmeal with Berries (V25),breakfast,242,6.9,41.6,5.2,3.5,646,9.7,20,0,0,0,0,0,1,1,0,0
376,Greek Yogurt Parfait (V25),breakfast,248,14.9,29.8,8.0,2.0,173,18.9,25,1,0,1,1,0,1,1,1,1
377,Scrambled Eggs with Toast (V25),breakfast,341,19.2,29.9,15.0,2.1,740,16.0,25,0,0,0,1,0,0,1,0,1
378,Banana Smoothie (V25),breakfast,227,6.2,43.4,4.1,3.1,287,9.2,25,0,1,1,0,0,1,1,0,0
379,Whole Wheat Pancakes (V25),breakfast,296,8.7,45.3,8.7,2.6,717,7.1,25,0,0,0,0,0,1,1,1,0
380,Fruit Bowl with Granola (V25),breakfast,325,7.6,59.7,6.5,5.4,499,15.7,15,0,1,0,0,0,1,1,0,0
381,Egg White Omelette (V25),breakfast,161,17.9,7.2,5.4,1.8,327,2.6,25,1,1,1,1,0,1,1,0,0
382,Cottage Cheese with Fruit (V25),breakfast,190,13.4,21.0,4.8,1.9,789,9.4,45,1,0,0,1,0,1,1,1,1
383,Avocado Toast (V25),breakfast,331,8.6,32.1,19.3,6.4,302,19.3,45,1,0,1,0,0,0,1,0,0
384,Rice Porridge (V25),breakfast,274,5.5,49.4,4.4,1.1,241,15.2,15,0,1,1,0,0,1,1,0,1
385,Poached Eggs Benedict (V25),breakfast,405,17.1,34.2,19.2,1.1,404,10.4,10,0,0,0,0,0,0,1,0,0
386,Muesli with Almond Milk (V25),breakfast,262,8.1,43.4,7.2,4.5,260,4.7,25,0,1,1,0,0,1,1,0,1
387,Spinach Egg Wrap (V25),breakfast,284,16.9,25.3,10.6,3.2,388,11.4,30,1,1,1,1,0,0,1,1,0
388,Chia Seed Pudding (V25),breakfast,243,8.1,30.4,10.1,8.1,522,14.7,10,1,0,0,0,0,0,1,0,1
389,Soft Boiled Eggs with Soldiers (V25),breakfast,287,15.5,24.3,13.2,2.2,616,19.0,60,1,0,0,1,0,0,1,1,1
390,Oatmeal with Berries (V26),breakfast,310,8.9,53.2,6.7,4.4,534,13.7,40,0,0,0,0,0,1,1,1,0
391,Greek Yogurt Parfait (V26),breakfast,220,13.3,26.5,7.1,1.8,670,10.3,60,1,0,0,1,0,1,1,0,0
392,Scrambled Eggs with Toast (V26),breakfast,304,17.1,26.7,13.3,1.9,376,5.0,45,0,1,1,1,0,0,1,0,0
393,Banana Smoothie (V26),breakfast,188,5.1,35.9,3.4,2.6,312,13.9,25,1,1,1,0,0,1,1,0,1
394,Whole Wheat Pancakes (V26),breakfast,335,9.9,51.2,9.9,3.0,157,15.5,10,0,1,1,0,0,1,1,1,1
395,Fruit Bowl with Granola (V26),breakfast,296,6.9,54.4,5.9,4.9,143,11.7,25,0,1,1,0,0,1,1,0,0
396,Egg White Omelette (V26),breakfast,177,19.7,7.9,5.9,2.0,478,8.8,20,1,1,0,1,0,1,1,0,1
397,Cottage Cheese with Fruit (V26),breakfast,181,12.7,19.9,4.5,1.8,107,7.2,25,1,0,1,1,0,1,1,0,0
398,Avocado Toast (V26),breakfast,292,7.5,28.3,17.0,5.7,658,5.5,40,1,0,0,1,0,0,1,0,1
399,Rice Porridge (V26),breakfast,264,5.3,47.6,4.2,1.1,367,5.0,60,0,1,1,0,0,1,1,0,0
400,Poached Eggs Benedict (V26),breakfast,354,14.9,29.9,16.8,0.9,139,11.1,25,0,0,1,1,0,0,1,1,1
401,Muesli with Almond Milk (V26),breakfast,324,10.1,53.7,8.9,5.6,787,4.7,25,0,0,0,0,0,1,1,0,0
402,Spinach Egg Wrap (V26),breakfast,298,17.7,26.6,11.1,3.3,748,16.5,40,1,0,0,1,0,0,1,0,0
403,Chia Seed Pudding (V26),breakfast,238,8.0,29.9,10.0,8.0,632,15.1,15,1,0,0,1,0,0,1,1,0
404,Soft Boiled Eggs with Soldiers (V26),breakfast,254,13.7,21.5,11.7,2.0,346,4.3,30,1,1,1,1,0,0,1,0,0
405,Oatmeal with Berries (V27),breakfast,298,8.5,51.2,6.4,4.3,765,3.4,30,0,0,0,0,0,1,1,0,0
406,Greek Yogurt Parfait (V27),breakfast,234,14.1,28.2,7.5,1.9,585,11.7,20,1,0,0,1,0,1,1,0,0
407,Scrambled Eggs with Toast (V27),breakfast,358,20.2,31.4,15.7,2.2,463,10.3,30,0,0,0,0,1,0,1,1,0
408,Banana Smoothie (V27),breakfast,245,6.7,46.8,4.5,3.3,376,4.0,15,0,1,1,0,0,1,1,1,1
409,Whole Wheat Pancakes (V27),breakfast,303,8.9,46.4,8.9,2.7,140,15.3,15,0,1,1,0,0,1,1,0,0
410,Fruit Bowl with Granola (V27),breakfast,310,7.3,57.0,6.2,5.2,761,15.3,25,0,0,0,0,0,1,1,0,0
411,Egg White Omelette (V27),breakfast,187,20.8,8.3,6.2,2.1,371,3.9,20,1,1,1,1,1,1,1,0,1
412,Cottage Cheese with Fruit (V27),breakfast,180,12.6,19.9,4.5,1.8,300,13.8,10,1,0,1,1,0,1,1,0,0
413,Avocado Toast (V27),breakfast,323,8.3,31.3,18.8,6.3,615,17.6,45,1,0,0,0,0,0,1,0,1
414,Rice Porridge (V27),breakfast,214,4.3,38.7,3.4,0.9,728,9.3,25,1,0,0,0,0,1,1,0,0
415,Poached Eggs Benedict (V27),breakfast,410,17.3,34.6,19.4,1.1,306,6.7,10,0,0,1,0,0,0,1,0,1
416,Muesli with Almond Milk (V27),breakfast,261,8.1,43.2,7.2,4.5,453,10.0,40,0,1,0,0,0,1,1,1,0
417,Spinach Egg Wrap (V27),breakfast,239,14.2,21.3,8.9,2.7,758,19.6,40,1,0,0,1,0,1,1,0,1
418,Chia Seed Pudding (V27),breakfast,234,7.8,29.3,9.8,7.8,369,18.5,45,1,1,1,1,0,1,1,1,0
